Country,Town,Site Name,Location,Services,Cost,Altitude,Latitude,Longitude,Website URL,Site Type,Comments
Portugal,Evora,,Village/Town/City,Trash,€0.00,,38.576612,-7.915481,http://ourbumble.com/sintra-to-mertola/,Mixed Parking,"Car park at the edge of the towns outer wall and 2 minutes to the centre, Cobbled, hard surface and mainly flat. Please note, there is no longer an aire at Evora. Space also available if you drive under the aqueduct and park on the other side."
Portugal,Beja,,Village/Town/City,Trash,€0.00,,38.021981,-7.874011,http://ourbumble.com/sintra-to-mertola/,Mixed Parking,"Public car park with a hard, slightly sloping surface. No parking restrictions and only 1km to Beja's sights. The road at the side of the cemetery is lined with wild herbs."
Portugal,Mertola,,Village/Town/City,"Fresh WaterTrashShowersToilets",€0.00,,37.643007,-7.659537,http://ourbumble.com/sintra-to-mertola/,Mixed Parking,"Car park just as you enter the town.  First few spaces are for buses but if you drive along you will find long spaces with no buses signs, which are ideal for Motorhomes.  Just off the roundabout there are public showers and toilets.  Shops, bars and cafes on either side of the road."
Portugal,Mertola ,,Village/Town/City,"Fresh WaterTrash",€0.00,,37.638005,-7.661814,http://ourbumble.com/sintra-to-mertola/,Mixed Parking,"Free car park right at the edge of the river.  The view up to the castle and Mèrtola is stunning especially at sunrise.  Within walking distance of the town but it is quite a steep climb.  Good hard surface which is nice and level.  Fresh water tap at the far side, right at the bottom of the walk way.  Good spot for watching birds, ducks and storks."
Portugal,Vila do Bispo,,Village/Town/City,"Fresh WaterTrash",€0.00,,37.083895,-8.913806,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Wild,Spare land behind the Mercado. Great for topping up with free fresh water and good place for exploring the town of Bispo. Tradition style washing area also in the town with lots of taps available.
Portugal,Vila Do Bispo,Water tap,,,€0.00,,37.088547,-8.912613,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Service Only,Water tap at the back of the Mercado and also at the municipal washing area.
Portugal,Vila Do Bispo,Praia da Cordoama,Beach,,€0.00,,37.108824,-8.935918,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Mixed Parking,"Nice spot with a large car park at the beach side, also small broken ground area to one side, this site would also offer some shade in the afternoon and evening because of the surrounding hills. There is also a restaurant on the beach."
Portugal,Vila Do Bispo,Praia do Castelejo,Beach,"TrashFresh WaterToilets",€0.00,,37.099454,-8.944346,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Mixed Parking,"Small amount of park beside the beach, no facilities but a very nice spot, restaurant on beach. Parking option also 100m up the hill for a few vans."
Portugal,Capo do Vincente,Praia de Belicha,Beach,Trash,€0.00,,37.026764,-8.963164,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Wild,Open land with no facilities but good view of lighthouse and fort. 
Portugal,Capo do Vincente,Capo do Vincente lighthouse,Harbour,Trash,€0.00,,37.023428,-8.99488,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Mixed Parking,Loose stone car park at the entrance to St Vincente lighthouse...most northerly point of mainland Europe and once considered the end of the world.
Portugal,Sagres,Fortaleza,Harbour,Trash,€0.00,,37.0039,-8.9451,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Mixed Parking,Loose stone car park at the entrance to St Vincente lighthouse...most northerly point of mainland Europe and once considered the end of the world.
Portugal,Vila Do Bispo,Forest and Picnic area,Countryside,Trash,€0.00,,37.091457,-8.930839,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Wild,"Great area in between Vila Do Bispo and the beaches with BBQ facilities and a children's play area, greats walks to the surrounding areas."
Portugal,Cerro do Homem,Praia da Ingrina,Beach,,€0.00,,37.04667,-8.878463,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Wild,"Lovely small cove/beach area, parking on one side and a restaurant on the other with parking out of season. No facilities but great views."
Portugal,Praia de Figueira,Praia de Figueira,Beach,Trash,€0.00,,37.060595,-8.840341,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Wild,Road to this beach is full of pot holes and small piece of land which is occupied by long term campers. Very good beach cove though.
Portugal,Praia das Cabanas,Praia do Cabanas,Beach,Trash,€0.00,,37.06692,-8.5958,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Mixed Parking,Car park half of which belongs to a beach restaurant. Nice beach cove and good for 1 night.
Portugal,Porto do Mas,        ,Countryside,Trash,€0.00,15,37.08679,-8.68814,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Wild,Spare land beside a hotel and apartment complexes right next to the beach. Local restaurants also very close by.
Portugal,Praia do Rocha,Parque Emcomar,Harbour,"Fresh WaterGrey WaterBlack WaterTrashToiletsShowersElectricWi-Fi",€0.00,,37.120341,-8.530563,http://ourbumble.com/vila-do-bispo-to-praia-da-rocha/,Rest Area & Services,"Good Aire with mixed, tarmac, stone and loose ground pitches. Very close to the beach and only 2.7km from Portemao. Fresh water is €2.00 for 110 litres, electric is €2.00 for 24hrs. Free shower and toilet block. Free wifi but very slow. Onsite bar/cafe with very reasonably priced drinks and food."
Portugal,Sao Marco de Serra,,Countryside,,€0.00,,37.314462,-8.378088,http://ourbumble.com/,Wild,Little bit of land beside the main road in between two cracking cork trees and overlooking the hills and valleys.
Romania,Sighisora,,,,€1.00,344,46.220096,24.795385,http://ourbumble.com/birth-vlad-impaler-sighisoara/,Mixed Parking,Free car park
Romania,Sighisoara,Campsite,Village/Town/City,"Fresh WaterBlack WaterGrey WaterTrashToiletsShowersElectric",€18.00,357,46.223037,24.796466,http://ourbumble.com/birth-vlad-impaler-sighisoara/,Campsite,Campsite
Romania,Oradea,,,,€0.00,138,47.051803,21.966627,http://ourbumble.com/fast-forward-through-hungary-romanian-monastery/,Wild,Car park opposite the a fantastic Monastery 
Romania,Oradea,,,,€0.00,117,47.053833,21.932984,http://ourbumble.com/stunning-romanian-cities-turda-gorge/,Mixed Parking,On street parking right in town centre. Free at weekends.  €1 per hour during the week.
Romania,Turda,Turda Gorge,,Fresh Water,€0.00,417,46.561061,23.691443,http://ourbumble.com/stunning-romanian-cities-turda-gorge/,Wild,"Grassy area idea for visiting the gorge, fresh water is available at the spring."
Romania,Sidiu,,,,€0.00,420,45.797662,24.147241,http://ourbumble.com/stunning-romanian-city-sibiu/,Mixed Parking,"On street parking but free, very close to centre."
Romania,Carta,Camping De Oude Wilg,,,,,45.784401,24.567482,http://ourbumble.com/taste-romanian-life-village-carta/,,Great Dutch campsite close to the base of the Transfagarasan Highway.
Romania,Arefu,Transfagarasen,Village/Town/City,,€1.00,603,45.345504,24.634644,http://ourbumble.com/top-gear-drive-transfagarasan-highway/,Mixed Parking,Good spot for visiting Vlads castle. Grassy area next to stream.
Romania,,,,,€0.00,532,46.890863,22.888913,http://ourbumble.com/,Mixed Parking,Large parking area near a restaurant.
Slovakia,Zehra,,,"Fresh WaterTrashToilets",€0.00,567,48.978922,20.791723,http://ourbumble.com/gypsy-villages-hop-hungary/,Mixed Parking & Services,Small village parking area idea for visiting Zehra's church. Toilets and fresh water
Slovakia,Watsonaova,,,,€0.00,280,48.755733,21.194962,http://ourbumble.com/gypsy-villages-hop-hungary/,Wild,Gravel parking area.
Slovakia,Spisske,Spis Castle,,,€0.00,572,48.998548,20.771153,http://ourbumble.com/medieval-villages-boostbuttock-spis-castle/,Mixed Parking,Castle car park with nice views over the coutryside
Slovakia,Tatranska Lomnica,,,,€0.00,906,49.187728,20.292559,http://ourbumble.com/shooting-stars-welcome-slovakia/,Mixed Parking,Parking area next to road with access to walks in the area.
Slovakia,Tatranska Lomnica,,,,€0.00,843,49.166985,20.283657,http://ourbumble.com/shooting-stars-welcome-slovakia/,Mixed Parking,Parking behind restaurant.
Slovakia,Tatranska Lomnica,,,,€0.00,908,49.167595,20.270331,http://ourbumble.com/tatras-mountain-picnic-hike/,Mixed Parking,Car park to cable car / walk. Parking fee free all day when we stayed in September 2016
Slovakia,Tatranska Lomnica,Eurocamp,,,€0.00,787,49.158116,20.310591,http://ourbumble.com/tatras-mountain-picnic-hike/,Campsite,"Didn't stop but looks spacious and clean, large grassy areas."
Slovakia,,,,,€0.00,650,49.082495,20.427178,http://ourbumble.com/tatras-mountain-picnic-hike/,Mixed Parking,Thermal park. Spa and pools
Slovenia,Skoflje,,Countryside,,€0.00,392,45.653934,14.01213,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,Small Cemetary carpark which is near the caves.  Great views down the hill and valley towards Skoflje.  No services but excellent place for protection against windy weather.
Slovenia,Matavun,,Countryside,"TrashToilets",€0.00,409,45.662621,13.988333,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,Park Skocjanske Caves.  Parking during the day but motorhomes restricted overnight.  Two tiered carpark plus large park for coaches. 
Slovenia,Logatec,,Village/Town/City,,€0.00,475,45.914464,14.22838,http://ourbumble.com/trieste-to-lake-jansa/,Wild,Small loose gravel parking space in centre of village and opposite cemetery. 
Slovenia,Brezovica,,Countryside,"Fresh WaterTrash",€0.00,329,46.023626,14.406842,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,"Nice level car park just off the main road, quiet and clean. Water available from in front on the cematary."
Slovenia,Ljubljana,,Village/Town/City,Trash,€0.00,292,46.039668,14.478232,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,Large retail car park.  Flat and tarmac and off main road.  3km in to city centre. Quiet at night
Slovenia,Skofje Loka,,Countryside,,€0.00,370,46.167812,14.325507,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,"Beautiful location right in the middle of the countryside with stunning views over to the hills.  Parking at side of church, which is flat and clean under foot."
Slovenia,Skofje Loka,,Village/Town/City,Trash,€0.25,348,46.170285,14.302199,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,"Sports centre car park just 5 minutes to village and old town.  0.25 per hour between 7 and 17.  Tarmac and flat just off main road.  Busy car park, so not idea for sleeping."
Slovenia,Lake Bled,,Countryside,,€0.00,503,46.371803,14.114306,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,Car park in middle of green fields and countryside.  One section tarmac and one loose gravel.  Quiet and 1km to town centre. It will become apayed car park eventually.
Slovenia,Lake Bled,,Lake,Fresh Water,€0.00,510,46.373658,14.105936,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,"Small parking bay at church cemetery, fresh water tap.  "
Slovenia,Bohinjske Bistrica,,Lake,Trash,€0.00,508,46.273471,13.935363,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,Small parking space at side of picnic area.  No restrictions on overnight parking.
Slovenia,Tolmin,Kamp Siber,Countryside,"Fresh WaterGrey WaterBlack WaterTrashToiletsShowersElectricWi-Fi",€7.63,,46.180313,13.738178,http://ourbumble.com/trieste-to-lake-jansa/,Campsite,"Small family run campsite.  Simple and basic but friendly.  Turned up unexpected but no issue.  No one else on campsite due to time of year and to be fair, we not sure they would normally be open.  Very quite at night€7 per person plus €0.63 tax per day. No charge for camper. Electricity €2 per day."
Slovenia,Zaga,,Village/Town/City,Trash,€0.00,362,46.316276,13.494364,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,Hotel and adventure car park.  Overlooks river and Mountains. 
Slovenia,Bovek,,Countryside,"Fresh WaterGrey WaterBlack WaterTrashElectric",€3.00,443,46.332994,13.539361,http://ourbumble.com/trieste-to-lake-jansa/,Rest Area & Services,"Great aire in stunning location.  €3 for 24 hours parking or if you want electric €3, €6, €9, €12 for 1, 12, 24 or 36 hours.  Flat, tarmac and off main road"
Slovenia,Jansa Lake,,Lake,,€0.00,825,46.475623,13.783062,http://ourbumble.com/trieste-to-lake-jansa/,Mixed Parking,"Parking area next to the lake, stunning views."
Spain,Busquistar,,Countryside,,€0.00,1288,36.933645,-3.283436,http://ourbumble.com/capileira-to-malaga/,Wild,Middle of the valleys with great 360 views.  Only a couple of km to Trevelez.  Loose gravel but level.  no services
Spain,Motril,,Beach,,€0.00,2,36.72288,-3.532447,http://ourbumble.com/capileira-to-malaga/,Mixed Parking,"Flat, level tarmac just tucked behind Marina and straight on the beach.  Beach is dark shingle."
Spain,Nerja,,Beach,,€0.00,46,36.75048,-3.882799,http://ourbumble.com/capileira-to-malaga/,Wild,"Wild camping in any resort is challenging but this spot is quiet good.  Only a small piece of land, so not loads of traffic but only 1.5km to beach and stroll away from Lidl and petrol station.  Hard, flat, level surface."
Spain,Nerja,Playa Playaza,Beach,,€0.00,4,36.742996,-3.889626,http://ourbumble.com/capileira-to-malaga/,Mixed Parking,"Municipal parking that does not allow tents.  Big piece of land straight on to the beach with local shops only a few minutes walk.  Gravel and grass ground but flat. Water available from near by beach showers and tap, also toilets a few hundred meters away. There are three areas to park off the beach but access to the road is height restricted at the west end but not the east side."
Spain,Sorbas,,Village/Town/City,,€0.00,396,37.099333,-2.12677,http://ourbumble.com/capileira-to-malaga/,Mixed Parking,"Tarmac car park on the edge of town, local amenities within 2 minutes, swimming pool and sports facilities also 2 minutes away. Pleasant simple town."
Spain,El Cabo de Gata,,Beach,"TrashFresh Water",€0.00,34,36.779776,-2.241499,http://ourbumble.com/capileira-to-malaga/,Mixed Parking,Lose gravel surface on the end of town but right on the beach.  A few small trees that provide a little shade from the sun but mainly open ground.  The town has a few bars and cafes on the promenade and a few small corner shops selling basic amenities.  
Spain,Antequera,,Village/Town/City,"Fresh WaterGrey WaterBlack Water",€0.00,506,37.021484,-4.571867,http://ourbumble.com/el-chorro-to-capileira/,Rest Area & Services,"Great aire just on the outskirts of town.  Flat, level, Tarmac.  Room for 6 Motorhomes but if full, plenty parking on the side streets.  Free water and facilities."
Spain,El Torcal,,Countryside,,€0.00,1208,36.953479,-4.544121,http://ourbumble.com/el-chorro-to-capileira/,Mixed Parking,"Flat, concrete car park at the entrance to the national park visitors centre.  Clean but no facilities.  Excellent for birds, weasel, fox and dear.  The centre do not mind overnight, if out of season.  "
Spain,El Torcal ,,Countryside,,€0.00,1196,36.957596,-4.537471,http://ourbumble.com/el-chorro-to-capileira/,Mixed Parking,"An alternative to parking on the visitors centre is a small lay by overlooking the road up to the pinnacle.  Hard, flat surface but will need chocks to get level.  Plenty room for Motorhome and very quiet.  No services."
Spain,El Torcal,,Countryside,,€0.00,948,36.962816,-4.513871,http://ourbumble.com/el-chorro-to-capileira/,Mixed Parking,Hard surface car park at bottom of El Torcal with plenty of parking spaces for Motorhomes.
Spain,Vińuela,,Lake,"Fresh WaterGrey WaterTrash",€0.00,236,36.863809,-4.157841,http://ourbumble.com/el-chorro-to-capileira/,Mixed Parking,"Recreational area at the side of the lake.  Hard, loose stoney surface.  Dusty and dry.  Recreational area includes bbq, benches, water and mini golf as well as walks around lake with plenty wild flowers.  "
Spain,Arenas del Rey,,Lake,"Fresh WaterTrash",€0.00,846,36.995891,-3.884742,http://ourbumble.com/el-chorro-to-capileira/,Mixed Parking,Good spot for stopping on route to Granada.  The lakeside is dotted with lots of uneven and loose gravel roads.  Plenty places to pull in and hide amongst trees with stunning views over lake.  
Spain,Granada,,Village/Town/City,,€0.00,679,37.14678,-3.601022,http://ourbumble.com/el-chorro-to-capileira/,Wild,"Hard, flat surface and located on outskirts of town.  4 kilometres to Alhambra and 2 kilometres to centre. Alhambra is very expensive to park with no overnight parking and street parking is very limited."
Spain,Lecrin,,Lake,,€0.00,489,36.91537,-3.53767,http://ourbumble.com/el-chorro-to-capileira/,Mixed Parking,Parking on edge of lake.  Nice walks around dam with Sierra Nevada in background.  
Spain,Lanjaron,,Village/Town/City,"Fresh WaterGrey WaterTrash",€0.00,638,36.912806,-3.476539,http://ourbumble.com/el-chorro-to-capileira/,Wild,"Loose gravel surface but flat.  At the side of a small recreational area with about 3 picnic tables.  Located on the hillside adjacent to the town of Lanjaron, so excellent views of the village and cultivated terraces.  if you look up through the valleys you can see snow peaks tucked just behind the hillside.  Natural spring water about 1 km back in village."
Spain,Orgiva,,Countryside,,€0.00,670,36.914654,-3.428358,http://ourbumble.com/el-chorro-to-capileira/,Wild,"Small lay by on hillside above Orgiva.  Hard, gravel surface but on slight incline.  Excellent view over Orgiva and surrounding mountains.  Little cave provides interesting walk.  "
Spain,Pampaneira,,Village/Town/City,,€0.00,1048,36.939426,-3.361783,http://ourbumble.com/el-chorro-to-capileira/,Mixed Parking,"Flat, clean, Tarmac car park for coaches.  To the side is a car park for cars but gets busy during weekend.  Small mercado in town and fresh running water tap."
Spain,Capileira,,Village/Town/City,"Fresh WaterGrey WaterTrash",€0.00,1469,36.960795,-3.35608,http://ourbumble.com/el-chorro-to-capileira/,Mixed Parking,"Street parking on the far side of the village.  Flat tarmac but the road is on a gentle slope, so you will need chocs out to level the Motorhome.  The town has ample drinking water and there are plenty grids to empty grey water.  Lovely views both up to the snow capped peak and then down to the valley floor.  "
Spain,El Rocio,,Village/Town/City,,€0.00,10,37.131777,-6.489838,http://ourbumble.com/el-rochio-to-sevilla/,Mixed Parking,"The town of El Rocío sits on the edge of the Donana National Park and from here you can see many variety of birds including flamingo and heron.  The town doesn't have any Tarmac, so all roads are sand/ dust.  Plenty free parking space around the town with good views of the wet land.  in town there are lots of fresh water taps and public toilets.  "
Spain,Jerez de la Frontera,,Village/Town/City,,€0.00,42,36.695046,-6.138447,http://ourbumble.com/el-rochio-to-sevilla/,Mixed Parking,Large free Carpark that tolerates overnight camping.  Flat concert surface.  Located next to primary school and block of apartments but within easy walking distance of the town.  Just around the corner is the Jerez horse training academy.
Spain,Aguilas,Playa Higuérica,Beach,Trash,€0.00,20,37.380072,-1.627492,http://ourbumble.com/garrucha-to-los-narejos/,Wild,Undeveloped beach cove.  Hard sand surface set in little coastal gardens with larger parking area towards the beach.  Small cafe and petrol station a few miles down the road with toilet and water facilities. 
Spain,Aguilas,,Harbour,Trash,€0.00,2,37.402633,-1.578751,http://ourbumble.com/garrucha-to-los-narejos/,Mixed Parking,"Carpark on the harbour side, very clean and right next to all the towns amenities, nice town with nice beaches. Also Carpark on the opposite side of the harbour."
Spain,Bolnuevo,Playa Bolnuevo,Beach,,€0.00,14,37.563851,-1.313374,http://ourbumble.com/garrucha-to-los-narejos/,Mixed Parking,"Large, flat car park facing the breach.  Just off the main road that runs though the town.  The town has number of supermarkets and services, all within easy walking distance.  "
Spain,Murcia,,Beach,,€0.00,15,37.576852,-1.224615,http://ourbumble.com/garrucha-to-los-narejos/,Wild,"This stretch of coastline enforces no camping, so difficult to wild camp.  This spare land is the best we spot we could find.  Loose gravel surface but flat and over looking the surfers cove."
Spain,Azohia,Playa de la Azohia,Beach,"Fresh WaterTrashToiletsShowers",€0.00,17,37.553088,-1.170183,http://ourbumble.com/garrucha-to-los-narejos/,Mixed Parking,Small level car park right on the beach front.  To the left a small pebble beach and pier where the fishermen bring in their daily catch.  A small stroll to the right and you will find many sandy coves.  There are portaloos and beach showers dotted along this stretch of beach.  Small spar and selection of bars.
Spain,Cartagena,Casa Cortina ,Beach,Trash,€0.00,11,37.581903,-0.975551,http://ourbumble.com/garrucha-to-los-narejos/,Mixed Parking,Excellent location just outside Cartagena.  Tarmac car park with level places overlooking beautiful bay and fort.  
Spain,Los Narejos,,Beach,,€0.00,8,37.752372,-0.842534,http://ourbumble.com/garrucha-to-los-narejos/,Mixed Parking,On street parking.  Tarmac and flat.  Straight on to beach with restaurants and shops close by.
Spain,Estepar,,Village/Town/City,"RubbishShops",€0.00,,42.275905,-3.899362,http://ourbumble.com/here-we-go-trip-2015/,Mixed Parking,"Just of the main road with lots of parking throughout the town, popular with truckers. Very quiet at night apart from the dogs barking in the area."
Spain,Salamanca,,Village/Town/City,,€0.00,,40.95757,-5.67615,http://ourbumble.com/here-we-go-trip-2015/,Mixed Parking,"Parking in front of Lidl on a large car park, parking also available on the left hand side of the bridge facing you. Both sites close to main road so a little noisy throughout the day but not at night,"
Spain,Caceres,,Village/Town/City,"Fresh WaterGrey WaterBlack WaterRubbish",€0.00,,39.48066,-6.36656,http://ourbumble.com/here-we-go-trip-2015/,Mixed Parking,"Aire located next to a school but very close to the old town centre, the site holds about 15 motorhomes providing full services. Very quite location."
Spain,San Sebastián,,Beach,Rubbish,€0.00,,43.32502,-1.9926,http://ourbumble.com/here-we-go-trip-2015/,Mixed Parking,"Car park located on the sea front, no facilities but a great view, Parking charges apply."
Spain,Zafra,,Village/Town/City,Rubbish,€0.00,,38.42672,-6.41037,http://ourbumble.com/here-we-go-trip-2015/,Mixed Parking,"Large parking area next to local police station, 5 minutes into the town centre but no facilities."
Spain,Seville,,Village/Town/City,,€0.00,,37.39578,-6.00711,http://ourbumble.com/here-we-go-trip-2015/,Mixed Parking,"Car park located on the other side of the river to the city centre but only a 20 minute walk to the centre and sights. Tolerates overnight camping and reasonably quiet.  Car park holds many vehicles but soon fills up especially during weekends and holidays.  Car park is free but often several entrepreneurial attendants seeking the odd euro for guiding you in to a parking space."
Spain,Elche ,,Village/Town/City,,€0.00,68,38.261655,-0.6857,http://ourbumble.com/los-narejos-to-villafames/,Wild,Concrete and lose stone surface at the side of the road.  
Spain,Alicante,,Beach,,€0.00,2,38.351596,-0.467742,http://ourbumble.com/los-narejos-to-villafames/,Wild,Excellent location for both the beach and visiting the city.  Access is awkward as you need to turn under the fly over but this is height restricted.  Go passed the fly over and take the right turn at the no entry point.  
Spain,Penya Redona,,Countryside,,€0.00,995,38.604581,-0.485264,http://ourbumble.com/los-narejos-to-villafames/,Wild,"Flat, lose gravel,surface with spectacular views over Alicante and Benidorm and mountains."
Spain,Sumat de la Valldigna,,Village/Town/City,"Fresh WaterTrash",€0.00,46,39.04395,-0.308186,http://ourbumble.com/los-narejos-to-villafames/,Mixed Parking,Small Tarmac car park in front of the monastir.  Plenty waste bins and fresh water tap in children's park opposite. Also fresh water and waste water dumping at the back of the town
Spain,Les Gavines ,,Beach,"ShowersTrash",€0.00,5,39.362843,-0.317843,http://ourbumble.com/los-narejos-to-villafames/,Mixed Parking,Loose gravel car park straight behind the sand dunes and beach.  This stretch of land offers loads of parking with immediate access to the beach.
Spain,Valencia ,,Village/Town/City,,€0.00,15,39.454481,-0.380353,http://ourbumble.com/los-narejos-to-villafames/,Mixed Parking,Flat spare land in residential area just outside Valencia.  Ideal for stopping during the day to visit the city.  
Spain,Playa del Puig,,Beach,"Fresh WaterTrashShowersToilets",€0.00,8,39.596477,-0.269366,http://ourbumble.com/los-narejos-to-villafames/,Wild,"Large stone parking straight on to the beach.  The beach is only narrow but very clean.  All along this stretch are wave breakers, which actually create mini bays.  The water on the beach is fresh and thenoccasional portaloo.  The beach has life guards.  "
Spain,Puig,,Village/Town/City,,€0.00,2,39.58776,-0.30294,http://ourbumble.com/los-narejos-to-villafames/,Mixed Parking,Large car park next to Santa Maria monastery.  Locate facilities across the road and couple of supermarkets within walking distance. 
Spain,Villafames ,,Village/Town/City,,€0.00,299,40.113939,-0.052567,http://ourbumble.com/los-narejos-to-villafames/,Wild,Loose gravel spare land surrounded by trees and bushes.  Just off Main Street and within walking distance of the caste.  
Spain,Torrox Costa,,Beach,"Fresh WaterTrashShowers",€0.00,3,36.732471,-3.972751,http://ourbumble.com/malaga-to-torrox-costa/,Mixed Parking,Quite side street just a stones throw away from the beach.  very clean and level and the police don't seem to mind you staying here.  Supermarket just around the corner.  Plenty bars and restaurants with a wide variety of cuisines.  
Spain,La Fabriquilla,,Beach,"Fresh WaterTrash",€0.00,6,36.738057,-2.207641,http://ourbumble.com/nijar-to-garrucha/,Wild,"Perfect beach spot.  You can either park right at the side of the road overlooking the beach or on a small concrete car park.  The little village has a bar servicing food.  The road leads to a dead end, so no traffic and. dry quiet.  Beautiful white sand and turquoise waters.   "
Spain,San Jose,Playa Genoveses,Beach,Trash,€0.00,-1,36.745609,-2.124842,http://ourbumble.com/nijar-to-garrucha/,Mixed Parking,From San Jose take the road West.  The Tarmac turns in to a dusty and unsaved road for about 2km.  At the fork in the road take the left turn and big car park.
Spain,San Jose,,Beach,Trash,€0.00,10,36.76781,-2.109768,http://ourbumble.com/nijar-to-garrucha/,Mixed Parking,On street car parking but very quiet and next to small supermarket.  Flat and clean and easy access to the beach.  Lots of options for street parking in and around San Jose but there are a few no camper signs too.  
Spain,Isletta del Moro,,Beach,"TrashFresh WaterShowers",€0.00,8,36.815573,-2.051062,http://ourbumble.com/nijar-to-garrucha/,Wild,"Excellent beach location situated on little headland overlooking two bays.  Fresh water and washing facilities in village.  Showers on the beach.  Hard, flat surface and very quiet.  "
Spain,Las Negras,,Beach,,€0.00,7,36.878773,-2.005943,http://ourbumble.com/nijar-to-garrucha/,Mixed Parking,"Flat, level concrete street parking.  Facing apartment block.  On the edge of the small village within easy walking distance of the beach and this town centre.  No immediate facilities."
Spain,Agua Amarga,,Beach,,€0.00,3,36.93941,-1.936379,http://ourbumble.com/nijar-to-garrucha/,Mixed Parking,"Large beach car park with solid, flat surface.  No facilities but the beach does offer showers and toilets during season.  "
Spain,Carboneras,,Village/Town/City,,€0.00,16,36.996361,-1.898693,http://ourbumble.com/nijar-to-garrucha/,Mixed Parking,"Tarmac road in the town centre near supermarket, quite road surrounded by residential properties. 2 minutes to beach and all other amenities."
Spain,Carboneras,,Village/Town/City,,€0.00,53,36.954625,-1.904553,http://ourbumble.com/nijar-to-garrucha/,Mixed Parking,"Stone parking area about 5km out of town, access to the nudist beach is 300m away, quite and views over the hills and cement factory."
Spain,Carboneras,,Village/Town/City,,€0.00,15,36.946973,-1.915214,http://ourbumble.com/nijar-to-garrucha/,Mixed Parking,"Beach front parking on small stones, right on the beach, cement factory at the rear and industrial port to one side, popular with locals but very quiet at night. Town centre about 3km away with all amenities."
Spain,Garrucha ,,Beach,"Fresh WaterTrash",€0.00,5,37.231452,-1.796745,http://ourbumble.com/nijar-to-garrucha/,Wild,Beach parking which is flat and reasonably level.  Straight on to the beach and no issues to park.  A couple of beach restaurants within walking distance.  
Spain,San Fernando,,Village/Town/City,,€0.00,13,36.450874,-6.216384,http://ourbumble.com/sevilla-to-jerex-de-la-frontera/,Mixed Parking,if you struggle to park in Cadiz then San Fernando is only a couple of kilometres across the water and much quieter with plenty of options for street parking.  
Spain,Alcalá de Los Gazules,,Village/Town/City,,€0.00,120,36.460944,-5.728478,http://ourbumble.com/sevilla-to-jerex-de-la-frontera/,Wild,Small car park with broken surface.  Hillside town with not much to see but local supermarket and petrol station.  Good views over surrounding area.  
Spain,Cortes de la Frontera,,Countryside,,€0.00,450,36.559134,-5.601282,http://ourbumble.com/sevilla-to-jerex-de-la-frontera/,Wild,Nice little spot to stay over if you like peace and quiet in the hills.  fantastic views over surrounding countryside with little cafe at side of the road.  
Spain,Ubrique,,Village/Town/City,,€0.00,349,36.677045,-5.4506,http://ourbumble.com/sevilla-to-jerex-de-la-frontera/,Mixed Parking,"Parking space just outside of the town with great views over the hills and town.  Ubrique is hilly with small street, so difficult for Motorhomes to access, so keeping to outer road is safer.  This parking spot  is on a main road, flat, clean and very quiet in the evening but busy during the day.  "
Spain,Benoacaz,,Countryside,"Fresh WaterGrey WaterTrash",€0.00,764,36.703645,-5.423457,http://ourbumble.com/sevilla-to-jerex-de-la-frontera/,Wild,"In the middle of Grazalema national park this little village looks nothing on first appearances but it quite charming.  Lovely calm atmosphere with fantastic views of the national park and surrounding mountains.   Parking in layby, which is flat concrete with wonderful views.  Fresh water tap, grid and bin nearby."
Spain,Villaluenga del Rosario,,Village/Town/City,"Fresh WaterTrash",€0.00,848,36.696314,-5.383085,http://ourbumble.com/sevilla-to-jerex-de-la-frontera/,Mixed Parking,"Large Carpark with great views over the hills.  Flat, concrete surface.  Small but quaint town with local cheese factory."
Spain,Zahara,,Village/Town/City,,€0.00,461,36.841862,-5.39184,http://ourbumble.com/sevilla-to-jerex-de-la-frontera/,Wild,Concrete lay-by on quiet tree lined road.  Great views overlooking the lake and surrounding countryside.  No immediate facilities. 
